position,title
Q92078423,ambassador to Germany
Q92078411,ambassador to Japan
Q32613300,ambassador to the People's Republic of China
Q38250858,ambassador to the Russian Federation
Q92077518,ambassador to the United Kingdom
Q38250850,ambassador to the United States of America
